"","Location","Sex","Age","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q27_1","Q27_2"
"850","Center","male","25-34",1,1,-1,1,-1,-2,-2,-2,1,0,1,-1,0,-1,0,-1,0,-1,-1,-1,-2,0,-2,-1,1,0,-1
"851","Haifa","female","45-54",1,0,-1,-1,1,-2,-1,-2,-1,-1,1,1,1,0,0,1,-1,1,1,0,0,1,-2,-1,1,-1,-2
"852","Haifa","female","45-54",0,-1,-2,-2,-2,-2,-2,-2,0,0,-1,1,1,NA,1,NA,0,1,-1,-2,0,1,-2,1,1,-1,0
"853","North","male","25-34",2,1,-1,0,1,0,-2,-1,0,-1,-1,-2,1,-2,0,1,0,1,0,-2,0,-1,-1,1,1,-1,-1
"854","Haifa","male","25-34",0,0,-1,1,-1,0,-1,-1,0,-2,0,-2,0,-1,1,-1,0,0,-2,-2,0,1,-2,0,1,0,-1
"855","North","male","35-44",1,0,-1,0,-2,-2,-2,0,-2,-1,-1,-2,-1,-2,0,NA,1,-2,0,1,-2,1,1,-1,-2,-2,-2
"856","Center","male","18-24",2,1,NA,0,1,NA,-2,1,1,1,1,1,1,1,1,1,0,1,1,1,-2,-1,0,NA,-1,-2,-2
"857","North","male","35-44",1,1,-1,0,0,-1,-2,0,-1,-1,0,-1,0,NA,0,NA,-1,-1,-1,0,-2,1,-2,-2,-1,-1,-1
"858","North","male","25-34",0,0,-2,0,1,-1,-2,-2,-1,-2,0,-2,1,-2,-1,-2,0,-1,-2,1,-2,1,-2,1,1,1,1
"859","North","male","35-44",1,1,0,0,0,0,-1,-1,-1,-2,-1,-2,-1,-1,-1,NA,-1,-1,-1,-1,-1,1,-2,-1,-1,-1,-1
"860","North","male","18-24",1,-2,0,0,1,1,1,1,0,-2,-2,-2,-2,-2,-1,-2,-2,-2,0,-1,-1,-1,0,0,-1,-1,0
"861","Center","female","25-34",0,-2,0,1,-2,-2,-2,-2,0,-2,-1,-1,1,-2,1,1,-1,-1,0,-2,0,1,-2,1,-1,0,-2
"862","South","male","25-34",2,0,0,1,1,-2,-2,-2,1,-2,-1,-2,-2,-2,-1,NA,1,NA,-2,0,-1,-1,NA,-1,-2,-1,-1
"863","Center","male","55-64",2,-2,-2,-1,1,-2,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,NA,NA,-2,NA,0,NA,-1,0
"864","North","male","45-54",0,0,-1,-1,0,-2,-2,-1,0,-1,0,-1,1,-1,0,NA,1,0,-1,0,-1,NA,NA,-1,1,-1,1
"865","North","male","45-54",-1,1,-1,-1,1,1,-2,-2,1,-1,-1,-2,1,1,1,1,-1,-1,0,-1,-2,1,-2,0,1,-1,-1
"866","Haifa","female","45-54",-2,-1,-2,-2,-2,-1,-2,NA,0,-2,1,1,1,1,1,1,0,1,1,NA,-1,1,-2,NA,1,1,1
"867","North","male","55-64",-2,-1,-2,0,1,1,-2,-2,-2,-2,0,NA,0,1,0,NA,0,1,1,-2,-2,1,-2,1,1,0,0
"868","North","male","55-64",1,1,NA,0,1,-2,-2,-1,0,-1,-1,-2,0,-2,-1,NA,-1,NA,-1,-1,NA,1,-2,1,0,0,-1
"869","North","male","55-64",0,1,-1,-2,0,-1,-1,-1,0,1,0,-2,-1,-1,0,1,-1,1,-2,1,-2,-1,0,0,1,-1,-2
"870","Haifa","male","35-44",2,2,-1,0,0,-1,-1,-2,-1,-1,-1,-2,0,-1,-1,NA,0,0,0,-2,-1,1,-2,0,-1,-1,-2
"871","North","male","25-34",-2,0,0,0,1,0,0,-1,1,1,-1,-1,1,-2,1,NA,-1,-1,-2,1,-2,1,-2,-2,-2,-2,1
"872","North","male","25-34",1,1,0,-1,1,0,-1,-2,0,-2,-1,-2,-1,-2,-1,NA,1,0,1,-2,-2,1,-2,-2,-2,-1,1
"873","North","male","25-34",2,1,0,1,1,1,0,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,1,0,1,1,0,-1,-2,-2,-2
"874","North","male","55-64",1,1,-1,0,1,1,-1,NA,-2,-2,0,-2,0,-2,0,NA,1,1,-1,1,-2,NA,NA,-2,0,-1,-1
"875","North","male","35-44",0,0,-1,-1,0,-1,-1,-2,-1,-1,0,-2,0,0,0,-1,-1,-1,-2,1,-1,1,-2,-1,1,-1,-2
"876","North","male","18-24",0,0,-2,-2,-2,-1,-2,-2,0,0,1,1,1,1,1,0,-2,1,1,-2,-2,1,-2,NA,NA,-1,0
"877","North","male","18-24",1,0,1,1,0,-1,-2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-2,0,0,1,-1,0,-1
"878","Jerusalem","female","18-24",-1,0,-2,-2,-2,-1,-2,-2,0,1,0,NA,NA,NA,NA,0,1,NA,-1,-1,-2,1,-2,-1,1,-1,-2
"879","North","female","45-54",-1,1,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1,1,1,0,-2,NA,-1
"880","North","male","55-64",1,1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-2,-2
"881","Center","female","45-54",1,2,-1,0,0,0,-1,-1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,-1,0,0,-2
"882","Center","female","18-24",-1,0,0,-1,-1,-1,-2,1,0,NA,0,0,0,NA,NA,0,0,NA,1,NA,-1,1,-2,NA,NA,-1,-1
"883","Jerusalem","male","35-44",1,0,-1,1,0,-1,-2,-2,0,0,-1,NA,NA,NA,0,-1,-1,0,-1,0,0,-1,1,-1,1,0,1
"884","Jerusalem","female","18-24",1,2,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,1,0,0,0,1,0,-1,-1
"885","Haifa","male","55-64",2,0,0,0,-1,-2,-2,-2,1,0,0,1,1,NA,NA,NA,0,0,1,-1,-2,0,-1,-2,1,1,-1
"886","Jerusalem","female","65+",NA,0,-2,-2,-2,-1,-2,0,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,-2,1,-1,1,NA
"887","Jerusalem","female","55-64",1,-2,-1,-1,0,0,-1,-1,1,1,1,1,0,0,-1,1,0,NA,-2,1,-1,-2,-2,NA,0,-1,-2
"888","North","male","18-24",-2,0,0,-1,-1,-1,-2,-2,0,0,-1,1,1,1,1,0,1,1,1,1,-2,1,-2,-2,1,-1,-1
"889","North","male","45-54",-2,-2,-2,0,-2,-1,-2,-2,0,1,1,1,1,0,1,1,1,1,NA,NA,-2,-2,NA,0,0,-1,-1
"890","Haifa","male","18-24",0,0,0,1,0,-2,-2,NA,1,-2,-1,-1,1,NA,-1,-2,-2,-2,-1,NA,-2,1,-1,-2,-1,-1,-1
"891","Jerusalem","female","35-44",-1,-2,-2,0,-2,-1,-1,-2,0,0,1,1,1,1,1,1,-1,1,-2,NA,1,NA,-2,1,1,1,0
"892","North","female","55-64",2,1,0,0,0,1,0,0,-2,-1,-1,-2,NA,-2,-2,-2,-2,-2,-1,0,0,0,1,1,1,-2,-2
"893","North","female","55-64",0,0,1,0,-1,-1,-2,-1,0,1,1,1,1,1,1,1,0,0,0,-2,0,NA,NA,-1,0,0,-1
"894","Jerusalem","male","35-44",1,1,0,-1,1,0,-1,0,0,-1,-1,0,-1,-2,-1,-2,-1,-2,0,-1,1,-2,1,NA,0,-1,-2
"895","North","female","55-64",0,NA,0,NA,-2,-1,-2,-2,-2,-2,-1,-2,-1,-1,-1,-2,-1,-2,-1,-2,1,-2,-1,NA,-1,-1,0
"896","Haifa","male","25-34",0,1,-1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,-1,-2,-1,-1,0,0,-2,1,1
"897","North","male","18-24",1,0,1,1,-1,1,0,1,1,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-2,-1,0,1,0
"898","Center","male","55-64",0,1,0,0,0,0,1,1,0,-1,0,-1,0,-1,0,-1,-2,-1,-1,0,0,-2,1,0,-1,-1,0
"899","North","male","35-44",1,1,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,1,0,-2,-1,0,-2,-2
"900","North","male","55-64",2,NA,NA,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-1,-2,-2,NA,0,1,-2,0,-1,-1,-2,-2
"901","Haifa","female","18-24",1,1,-1,0,1,0,0,0,1,0,1,0,-1,0,0,1,1,1,0,-1,-1,0,0,0,-1,1,0
"902","Haifa","female","18-24",2,0,0,1,0,0,0,0,0,-1,-2,-1,-1,0,0,-1,0,-1,0,-2,0,-1,1,-1,0,0,-1
"903","North","male","65+",1,1,0,0,1,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-1,-2,0,-1,0,-1,-1,-1
"904","North","male","45-54",2,1,0,0,1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0
"905","Haifa","male","35-44",2,1,0,-1,-1,-1,NA,-2,NA,1,1,1,1,1,1,NA,NA,1,0,-1,-2,-1,-2,-1,-1,0,0
"906","Haifa","female","45-54",-2,-2,-1,-2,-2,-2,-1,0,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,NA,-2,-1,0,0,-2,-1,-1
"907","Tel Aviv","male","18-24",2,2,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,-1,0,0,0,-1,0
"908","Jerusalem","female","55-64",1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0
"909","Haifa","male","45-54",2,0,1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1
"910","North","female","25-34",-2,-2,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,NA,-2,-2,0,-1,NA,-2,1,1
"911","Jerusalem","female","18-24",2,2,1,1,1,-1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,-1,1,0
"912","North","female","45-54",1,1,-1,0,0,-1,1,0,0,-1,-1,-2,-1,-1,-2,NA,-2,-2,-1,0,-1,0,-1,0,-2,0,0
"913","Center","female","45-54",0,1,-2,-2,NA,-1,-1,-2,1,-1,1,1,-1,-1,1,1,-1,-1,NA,-2,0,0,0,-1,-1,-1,-1
"914","Haifa","male","18-24",2,2,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,1,0,-1,0
"915","North","male","18-24",-2,-2,NA,-1,-2,-2,0,-2,-2,-2,-2,NA,NA,NA,NA,-2,-2,-2,-1,-2,-2,-2,-2,NA,-2,NA,NA
"916","North","male","25-34",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-2,-1,-1,-1
"917","North","female","25-34",0,1,0,-1,1,0,-1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,NA,-1,1,-1,-1,-1,-1,-1
"918","North","male","25-34",0,NA,-2,-2,-2,0,-1,-2,-1,-1,-1,1,1,1,1,-1,-1,-1,-2,1,NA,1,-2,-2,-2,1,-1
"919","Jerusalem","female","35-44",0,0,0,-1,0,-2,-2,-1,-2,-2,-2,-2,NA,NA,-2,NA,-2,-2,-1,NA,-1,NA,NA,NA,-2,-2,-2
"920","North","male","18-24",1,2,-1,1,-1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,-1,1,1,-1,1,1,0
"921","North","male","35-44",0,1,-1,NA,0,-2,-2,-1,-2,-2,-2,-2,NA,-1,-2,NA,-2,-2,NA,-1,-2,0,-1,NA,NA,-2,-2
"922","North","male","25-34",1,0,NA,-2,-2,-2,NA,1,-1,-1,-1,-1,-1,-1,0,0,0,0,NA,NA,-2,1,NA,NA,-2,-2,-2
"923","North","female","25-34",0,0,0,NA,0,-2,-2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,-1,-1,0,NA,NA,-1,-1
"924","North","female","35-44",-1,1,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-2,-2,-2,0,-2,1,1,0,0,1,0,-1
"925","North","male","25-34",2,1,1,0,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-1,0,0,NA,NA,-2,-2,-2
"926","Haifa","female","35-44",0,0,0,0,0,-2,-2,-1,-2,-2,-2,-2,NA,-1,-2,-2,-2,-2,0,NA,-1,0,-1,NA,-1,-2,-2
"927","North","male","45-54",-1,0,-1,-1,-2,-1,-2,-2,1,1,1,0,1,1,1,1,-1,-1,-1,NA,NA,NA,-2,1,-1,0,0
"928","Center","female","18-24",2,2,-1,1,1,0,1,1,1,0,-1,0,1,0,-1,0,1,0,-1,1,-1,0,0,0,-2,1,0
"929","North","male","25-34",-2,-2,-2,1,-2,-1,0,0,1,1,1,1,1,1,1,1,-1,1,NA,-2,-2,0,-2,-2,-2,-1,-1
"930","North","female","25-34",0,0,0,0,0,1,0,0,-1,0,1,-1,1,-2,0,-1,1,-2,0,-1,-2,1,1,-1,-1,1,0
"931","North","male","25-34",1,1,-1,1,0,0,0,-1,0,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,1,-1,0,0,0,-1,0,-1
"932","Jerusalem","male","45-54",-1,-1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,0,1,-2,NA,0,NA,NA,1,NA,1,0
"933","North","female","25-34",-2,2,-2,-2,-2,-2,-1,-2,1,1,1,1,1,1,-1,-1,NA,NA,-2,NA,1,-2,-2,-2,1,-1,-1
"934","North","female","35-44",0,1,-1,0,0,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,-2,-1,-1,-1,NA,-1,NA,0,0
"935","North","male","35-44",0,0,0,1,0,1,0,1,1,0,-1,-2,0,-1,1,0,-2,-1,-1,0,1,-1,0,1,0,1,0
"936","Haifa","female","35-44",0,0,0,-2,1,-2,-2,-1,-2,-2,-2,-2,NA,-2,-2,-2,-2,-2,-1,NA,-1,NA,NA,-1,0,-2,-2
"937","North","male","35-44",-2,-1,NA,-2,-2,-2,-2,-2,1,1,1,1,1,1,NA,-2,-2,-2,-2,1,-1,-1,-1,-2,NA,1,1
"938","North","male","18-24",1,1,0,1,0,-2,0,-1,1,0,-1,-1,0,-2,1,0,-1,-2,-2,-1,0,0,0,-1,NA,-1,0
"939","North","male","45-54",1,-1,-1,0,0,0,0,-2,-1,-1,0,0,-1,-1,0,0,-1,-1,NA,0,0,0,0,0,-2,0,-1
"940","North","male","35-44",1,0,0,0,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,-2,-1,-1
"941","South","female","18-24",1,0,-1,0,0,-2,-2,-1,-2,-2,-2,-2,NA,-1,-2,-2,-2,-2,0,-2,-1,NA,NA,NA,-1,-2,-2
"942","North","female","35-44",-2,-2,NA,-2,-2,-2,NA,-2,1,1,-2,1,1,1,1,1,0,0,-2,-2,-2,-2,-1,-2,-2,-2,NA
"943","North","male","35-44",1,2,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,-2,-1,-1,0,-1,0,-1,0,-1
"944","North","female","25-34",1,2,0,0,0,1,0,-1,1,0,-1,0,1,0,-2,0,1,-1,0,-1,0,0,1,1,1,1,-1
"945","Jerusalem","female","25-34",0,-2,-2,-2,-1,-1,-2,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,-1,NA,-2,-2,-2,-1,-1,-2,1
"946","Haifa","male","18-24",2,1,0,0,0,0,0,0,0,-1,0,-1,1,1,1,0,0,0,-1,0,0,-1,0,-1,0,0,0
"947","North","male","65+",1,1,0,-1,-1,-1,-1,-1,1,0,0,-1,0,0,1,1,-1,0,-2,0,-1,0,-1,0,-1,0,0
"948","Haifa","male","25-34",0,-1,NA,-2,-2,-2,-2,-2,-1,-1,1,-1,1,-1,1,-1,1,-1,-2,-2,-2,-1,-1,-1,1,1,1
"949","Jerusalem","female","35-44",0,1,0,0,0,-2,-2,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,-1,-1,NA,-2,-1,NA,-2,-2
"950","Center","male","35-44",1,-1,1,0,-1,1,-1,0,1,0,-1,-2,0,-1,0,1,0,-1,-1,1,-1,1,-1,1,0,-1,-2
"951","Jerusalem","male","25-34",0,1,-1,-1,0,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,1,1,1,-2,NA,-1,-2,-1,-1,-1,-1,-1
"952","Haifa","male","35-44",2,1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,-1,-1,-1,-1,-2,-1,-2,0,0
"953","South","male","18-24",1,1,0,0,0,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,0,1,NA,0,0,0,-1,1,1
"954","North","male","18-24",2,2,1,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,-1,-2,-1,-1,-1,-1,-1,-1,-1
"955","Jerusalem","male","65+",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"956","Jerusalem","female","65+",0,1,NA,-2,0,-1,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2
"957","South","female","25-34",-2,-1,-1,0,1,0,-1,-2,-1,0,-1,0,-1,0,-1,0,-1,0,-2,0,1,0,-1,-2,-1,1,0
"958","South","female","25-34",1,-2,-1,0,1,0,-1,-2,0,-1,-2,-1,0,-1,-2,-1,0,-1,-1,0,1,0,-1,-2,NA,NA,-2
"959","South","female","18-24",1,2,-1,0,1,-2,NA,-2,-2,-1,-1,0,0,0,1,1,1,1,NA,-1,0,1,0,-1,-2,-2,-2
"960","Center","female","25-34",1,-1,-2,-1,0,1,0,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-1,0,-1,-2,-1,0,1,0,-1,-1
"961","North","female","55-64",-1,2,-1,-1,-2,0,-1,-2,0,0,1,1,1,1,1,1,0,1,-2,NA,0,1,-2,1,0,0,0
"962","Center","male","25-34",1,0,1,0,-1,1,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,-1,0,0,-1,-2,-2
"963","Jerusalem","male","25-34",1,-1,-1,-1,-2,-2,1,-2,-1,-1,-1,-1,-1,NA,NA,NA,1,1,NA,1,NA,1,1,-2,NA,NA,1
"964","Center","male","35-44",1,1,0,1,0,-1,1,0,0,-1,-1,-2,-1,-2,-1,-2,-1,0,0,-1,1,0,0,-1,-1,0,-1
"965","North","female","25-34",1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-2,-2,-2,-2,0,0
"966","North","male","45-54",0,0,1,0,0,1,1,1,0,-1,-1,-1,-2,-2,-2,-1,0,1,-1,-1,0,1,0,0,0,0,-1
"967","Center","female","18-24",2,1,1,-2,1,1,1,1,1,0,1,0,1,-1,0,1,0,-1,-1,0,1,1,1,0,-1,1,-1
"968","North","male","45-54",2,1,-1,-2,0,0,-1,0,0,-1,-1,0,0,0,-1,-2,-2,-2,NA,-1,NA,-2,-2,0,-1,0,-1
"969","North","male","45-54",1,0,-1,-1,1,0,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,0,0,1,NA,0,0,-1
"970","Haifa","male","45-54",1,1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,-2,-1,-1,0,-2,-1,-2,0,-1,-1,-1
"971","North","male","45-54",1,1,0,0,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,-2,0,1,-2,-1,0,0,-1,-1
"972","Jerusalem","female","25-34",2,1,-1,1,0,0,0,1,1,0,-1,-2,0,-1,0,-2,-1,0,-2,1,0,-1,1,-1,1,-1,0
"973","Haifa","male","18-24",0,-1,-2,-1,-2,-2,-1,-1,1,1,1,1,1,1,1,1,1,1,-2,-2,-1,0,-1,-2,-1,1,1
"974","North","male","65+",0,2,0,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
"975","Jerusalem","female","25-34",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"976","South","female","25-34",1,0,-2,-1,0,1,0,-1,1,0,-1,-2,NA,-2,-1,0,1,1,-2,-1,0,1,0,-1,-2,1,0
"977","North","male","18-24",1,1,0,-1,1,0,-2,-2,0,-1,-1,-1,0,-1,0,1,-1,NA,1,-2,-2,-2,-2,1,-2,-2,-2
"978","North","male","55-64",2,2,1,0,0,1,-2,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,0,-1,-2,NA,-2,NA,1,-1,0,-1
"979","Haifa","male","35-44",1,0,-1,-1,-2,0,0,-1,0,1,1,1,1,1,1,1,0,1,-1,NA,0,0,-2,1,-1,0,-1
"980","Center","male","18-24",2,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,-2,1,0,0,0,1,0
"981","North","female","45-54",-1,1,1,0,0,-1,1,0,0,-1,0,-2,-1,-1,-2,NA,NA,-2,-2,0,0,0,-1,0,1,0,-1
"982","North","male","55-64",1,0,0,1,0,-2,-2,-1,0,-2,-2,-2,NA,-2,-2,NA,-2,-2,0,-1,-2,1,-2,1,0,-2,-2
"983","North","female","65+",0,1,0,-1,0,-2,-2,1,0,-2,-2,-2,NA,0,-2,NA,-2,-2,-1,-1,-1,0,-1,NA,NA,-2,-2
"984","North","male","45-54",1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-2,-2,-1,0,-1,-1,-1,-1
"985","North","female","18-24",0,1,0,0,0,-2,-2,-2,0,-1,-1,0,NA,NA,NA,0,-2,-2,-1,NA,-2,1,1,-2,-1,-2,-2
"986","North","female","45-54",1,-1,-1,0,-1,-2,-1,-1,0,-1,-1,0,0,1,1,0,0,-1,NA,-2,-1,0,-1,0,1,0,-1
"987","Center","male","18-24",2,2,0,0,1,-2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,-1
"988","Haifa","female","35-44",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,NA,NA
"989","Jerusalem","female","25-34",-2,-1,-1,0,1,0,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,0,1,0,-1,-2,NA,-1,-2
"990","Center","male","45-54",0,1,-2,0,-1,1,-2,-2,-1,0,0,-1,0,0,0,-1,0,0,-2,1,-2,1,-2,-2,1,-1,0
"991","South","male","35-44",-1,0,-1,-1,0,-1,-2,0,1,-1,-2,-2,0,-2,0,1,1,1,1,1,-2,-2,1,1,-2,-2,-1
"992","North","female","18-24",0,0,-1,0,1,0,0,0,0,0,-1,-1,0,-2,0,0,-1,0,-2,-1,-1,-2,0,-1,0,-1,0
"993","Jerusalem","male","35-44",1,1,-2,1,-2,1,-2,-1,1,1,0,1,1,-2,1,-1,1,1,-2,-2,-1,-2,0,1,1,-1,-1
"994","North","female","35-44",1,1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1
"995","Haifa","male","45-54",1,2,NA,-1,NA,-1,-2,1,0,NA,1,1,0,-1,0,NA,0,-1,-2,-2,0,1,-2,1,0,0,0
"996","Center","female","35-44",1,1,-1,0,0,0,-1,0,0,0,0,-1,1,-1,0,1,0,1,-1,-1,0,-1,NA,-2,1,0,NA
"997","Tel Aviv","male","25-34",-1,0,0,0,1,0,-2,0,0,NA,0,-1,0,-2,0,NA,0,NA,-1,0,NA,NA,NA,NA,1,0,NA
"998","Haifa","female","45-54",0,1,-1,1,1,1,-2,1,-1,NA,0,-2,0,-2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","Tel Aviv","female","45-54",0,1,0,0,1,0,-2,1,1,NA,NA,0,NA,-2,0,NA,NA,NA,-1,0,-1,0,0,0,0,NA,NA
"1000","North","female","55-64",1,1,0,0,1,0,-2,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","Haifa","female","65+",2,2,0,0,1,NA,-2,1,NA,NA,-1,NA,NA,-2,-1,NA,-1,NA,NA,0,0,-1,NA,NA,NA,NA,0
"1002","Haifa","male","25-34",NA,0,0,-2,NA,-2,-2,-1,1,0,1,0,1,1,1,1,0,1,-1,NA,0,0,-2,-2,1,-1,-1
"1003","Haifa","male","35-44",0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,1,-1,-1,0,0,-1,0,-1,0,-1,0,-1
"1004","North","female","65+",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1005","Center","female","35-44",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1006","Jerusalem","female","35-44",0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","Jerusalem","female","35-44",0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1
"1008","Center","female","35-44",-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,-1,-1
